image,emotion,text,source,split
"Invincible, Vol. 1.pdf_p0334_panel_2.jpg",neutral,"IT’S OKAY,

MOM. I’M
HERE NOW,
CALM DOWN.",auto_ocr_sentiment,val
"Invincible, Vol. 1.pdf_p0298_panel_2.jpg",neutral,,auto_ocr_sentiment,val
"Invincible, Vol. 1.pdf_p0894_panel_1.jpg",neutral,"ATe YOU WELL, IT’S FUNNY YOU BUT YOU, MARK, YOU’RE ONE
SHOULD SAY THAT, YOU OF MY BOYS. IT’S ALMOST

SEE... THAT'S WHY I LIKE WHEN YOU GRADUATED
ASKEP YOU HERE. YOU \ HIGH SCHOOL, I GRADUATED
SEE, I DON’T USUALLY TOO. SO I’VE ALWAYS HAD
GET THIS “HANDS-ON” A SOFT SPOT FOR
WITH THE STUDENTS. IT’S
JUST NOT POSSIBLE

   
     
 
 
 

     
   
 
   
 
 
  
 
   

  
  

WHICH IS
\Y WHY T’VE TAKEN
y A PERSONAL INTEREST
IN YOU--AND SON, I’VE",auto_ocr_sentiment,val
"Invincible, Vol. 1.pdf_p0398_panel_6.jpg",neutral,,auto_ocr_sentiment,val
"Invincible, Vol. 1.pdf_p0837_panel_8.jpg",anger,"L MEAN,
LOOK AT

THESE LOST

TITLES. INSIPE THE

 
   

CHASM TO
OBLIVION.

  
 
      

HATE '
TRIBES ON
THE PLANET
WREKK.",auto_ocr_sentiment,val
"Invincible, Vol. 1.pdf_p0788_panel_0.jpg",neutral,,auto_ocr_sentiment,val
"Invincible, Vol. 1.pdf_p0998_panel_5.jpg",neutral,,auto_ocr_sentiment,val
"Invincible, Vol. 1.pdf_p0808_panel_0.jpg",neutral,,auto_ocr_sentiment,val
"Invincible, Vol. 1.pdf_p1030_panel_4.jpg",surprise,"I DON’T
KNOW. IT’S...
Ni

THIS
HAS BEEN ¥
ALONG TIME
COMING, &@
FOR NE.",auto_ocr_sentiment,val
"Invincible, Vol. 1.pdf_p0733_panel_0.jpg",neutral,,auto_ocr_sentiment,val
"Invincible, Vol. 1.pdf_p1039_panel_1.jpg",neutral,,auto_ocr_sentiment,val
"Invincible, Vol. 1.pdf_p0040_panel_5.jpg",neutral,,auto_ocr_sentiment,val
"Invincible, Vol. 1.pdf_p0022_panel_1.jpg",fear,"HE WAS PICKING ON STEVE WHITE,
THE KID WHO HAS THE LOCKER
NEXT TO Me. I ASKED HIM TO
LEAVE STEVE ALONE, SO HE
PUSHED Me. THEN IT PUSHED
HIM BACK. I PIDN’T MEAN
TO HURT HIM.

   
 
    
   
   
   
   
 
 
    
 

  

THAT BOY HAS A

Y HISTORY OF CAUSING

TROUBLE. YOU DON’T. ;

YOU'RE A GOOD KID, MARK.
I DON’T WANT TO SEE YOU
START DOWN THAT PATH.",auto_ocr_sentiment,val
"Invincible, Vol. 1.pdf_p0047_panel_0.jpg",neutral,"I DON’T
KNOW WHAT
YOU HOVE TO

ACCOMPLISH
HERE, YOU’RE
OBVIOUSLY IN
OVER YOUR
HEAP!",auto_ocr_sentiment,val
"Invincible, Vol. 1.pdf_p0259_panel_4.jpg",neutral,"$0 I MADE THE FIRST STEP TOWARDS

WEAKENING EARTH’S DEFENSES.",auto_ocr_sentiment,val
"Invincible, Vol. 1.pdf_p1074_panel_1.jpg",joy,"LM GLAD WE FINALLY
GOT A CHANCE TO TEST

~\ HAVE BEEN PRETTY ANTSY Ry) :
ABOUT GETTING YOU
INHERETOGIVE A
TA TRY. ci
How \ @aaiKy
FEEL?",auto_ocr_sentiment,val
"Invincible, Vol. 1.pdf_p0800_panel_1.jpg",neutral,,auto_ocr_sentiment,val
"Invincible, Vol. 1.pdf_p0942_panel_3.jpg",neutral,,auto_ocr_sentiment,val
"Invincible, Vol. 1.pdf_p0772_panel_1.jpg",neutral,"YOU’RE NOT
THE ONE WHO
NEEDS TO
APOLOGIZE.",auto_ocr_sentiment,val
"Invincible, Vol. 1.pdf_p0248_panel_1.jpg",neutral,"Y

h

4

- tt?

a a
e Ad bd hil A on o
. . [ Pa ee) madd “y
4 , ed os we. x as
a ee oy ~’ A fh . AQ = (ee,
A nn ae - - ~ a 7 \\
; 2 t4 os oy é
° A “ ?
~ e ba y / (f » §\ iz
teers LU) &~)
mm) (4 > A “fs ‘ Ey (CO)
ws? . ver On 5 —
aL OS oo Q

gy
/y fT)

a

{
%
4

We BEGAN TO ENLIST THE AID

nae , L / }
oo Oe fee a S 4
; we i q . ; 7 LENO 3
a i are bie rr } sof 1 ff
> Dal gs x de
OF RACES WE HAP CONQUERED By bee <r
TO CONTINUE TO EXPAND OU \ ae: ""aN
m aa aan

  
 

OF
» sat

Ay

ae SO. her 8
EMPIRE a san * i a al

/",auto_ocr_sentiment,val
"Invincible, Vol. 1.pdf_p0752_panel_2.jpg",neutral,,auto_ocr_sentiment,val
"Invincible, Vol. 1.pdf_p0056_panel_2.jpg",neutral,,auto_ocr_sentiment,val
"Invincible, Vol. 1.pdf_p1012_panel_4.jpg",neutral,"+ GANT AKGUE

WITH YOU. THINGS
LIKE SCHOOL MUST
SEEM UNIMPORTANT
WHEN YOU’2E OUT
IN SPACE TRYING
TO SAVE THE
WHOLE
PLANET.",auto_ocr_sentiment,val
"Invincible, Vol. 1.pdf_p0532_panel_5.jpg",neutral,"DESIGN, STREAN-
LINE (IT, IMPROVE
T--PERFECT

ms
oO",auto_ocr_sentiment,val
"Invincible, Vol. 1.pdf_p0503_panel_1.jpg",neutral,"I7’S HIM,
MARK. HE’S
THE ONE WHO
KILLED THEM. THE
KID’S LOST IT.
TAKE HIM
DOWN.

| MAN--
THAT'S |
EMBARRASSING.
GOTCHA, 4
WILL PO.

TALKING Y
TO YOURSELF? ¥
HMPH.

_ FIGURES.",auto_ocr_sentiment,val
"Invincible, Vol. 1.pdf_p0527_panel_4.jpg",neutral,"WHATSOEVER,
SIR. THEY’VE
LEFT AND COME
BACK BUT NO
ACTUAL ACTIVITY
AS NEAR AST

CAN TELL... «

SiR.",auto_ocr_sentiment,val
"Invincible, Vol. 1.pdf_p0567_panel_1.jpg",neutral,"FIRST THAEDUS TALKS TO ALLEN

OF HIS INUURIES. HIS EYE WAS
REATTACHED--HIS ENTRAILS WERE
RECOVERED AND REPLACED. HIS
ARM HAS BEEN REATTACHED. HIS
BONES HAVE BEEN RECONNECTED
ANP ARE HEALING.

a

bie

| eve. |
THEN COMES })
i 55)

IT IS NO LONGER SAFE TO
REPORT TO THE HEAP COUNCIL
OF THE COALITION. FROM THIS
MOMENT FORTH, ALLEN IS TO
REPORT DIRECTLY TO THAEDUS
AND NO OTHER.

ANY NEWS OF HIS INTERGALACTIC
DEALINGS ARE NOT TO BE REPORTED
TO ANYONE BUT THAEDUS HIMSELF.
FALSE REPORTS ARE TO BE COMPILED
AND REPORTED TO THE COUNCIL.

THEN, HE’S GIVEN THE
REASON FOR SUCH
CAUTIOUS ANP SUSPICIOUS
BEHAVIOR.",auto_ocr_sentiment,val
"Invincible, Vol. 1.pdf_p0962_panel_1.jpg",anger,"Vox - | UNGFT.
2 inl ET = / NO--THEY’RE
pr ae SS PUSHING AGAINST

       
    
  
  
   

\) ee THE BARRIER--
VE ARE VOU THROWING ALL THEIR
ory OKAYS WEIGHT AGAINST IT-- THIS ISN’T
ye I DON’TKNOW HOW =—-_§_L WORKING
C7 MUCH LONGER Live JUST PUT
T CAN KEEP US INAWORSE

Ce a.
© ) Cn IT UP. | SITUATION.",auto_ocr_sentiment,val
"Invincible, Vol. 1.pdf_p0939_panel_0.jpg",neutral,,auto_ocr_sentiment,val
"Invincible, Vol. 1.pdf_p0803_panel_3.jpg",anger,"WHAT PoES NN
THAT MAKE ME2 NO
HE DESERVED IT. HE
PID. He ATTACKED mc. EF
I THOUGHT HE was [Fé
STRONGER. I WANTED |}
TOKILL HIM... BUTI A
JUST DIDN’T THINK
I COULD.
HE TOLD

ME HE WAS
STRONGER.",auto_ocr_sentiment,val
"Invincible, Vol. 1.pdf_p0257_panel_2.jpg",neutral,"SOME OF THEM I WOULD
EVEN EVENTUALLY COME
TO CONSIDER FRIENDS.",auto_ocr_sentiment,val
"Invincible, Vol. 1.pdf_p0837_panel_5.jpg",neutral,,auto_ocr_sentiment,val
"Invincible, Vol. 1.pdf_p0894_panel_4.jpg",fear,"KAGE KIGHT NOW...
\THAT JUST WON’T
CUT IT.

 
 
 
  
   

HAT’S THE
ROBLEM
20E 2 WHAT'S
EPING YOU",auto_ocr_sentiment,val
"Invincible, Vol. 1.pdf_p1057_panel_6.jpg",neutral,"GRADE SCHOOL IN THE LAST
W MONTHS. TE

 

THUS FAK, 1 BeLleve I'VE
COVERED ABOUT SIX YEARS OF",auto_ocr_sentiment,val
"Invincible, Vol. 1.pdf_p0522_panel_9.jpg",neutral,"LEAKNEP FKOM
MOVIES SO I
DOUBT I’M AN
EXPERT.",auto_ocr_sentiment,val
"Invincible, Vol. 1.pdf_p1037_panel_0.jpg",neutral,"IS THIS
ABOUT ME
QUITTING
SCHOOL 4",auto_ocr_sentiment,val
"Invincible, Vol. 1.pdf_p0740_panel_1.jpg",neutral,,auto_ocr_sentiment,val
"Invincible, Vol. 1.pdf_p1003_panel_4.jpg",neutral,"A UTtTLe MORE. r
THROW THIS B.",auto_ocr_sentiment,val
"Invincible, Vol. 1.pdf_p0542_panel_5.jpg",fear,"I HAD NO CLUE WHAT I WAS

IN FOR. I COULDN'T FIGURE
OUT WHY THE IMMORTAL

WOULD BE FIGHTING MY DAD. f

WHEN I ARRIVED, AND
SAW MY FATHER PUNCHING
A HOLE THROUGH THE
IMMORTAL I WAS ONLY
MORE CONFUSED.

—— a
I WAS IN SHOCK--IT
WAS LIKE I LEFT MY
BODY. I COULDN’T

BeLi€ve WHAT I WAS
SEEING WAS REAL.",auto_ocr_sentiment,val
"Invincible, Vol. 1.pdf_p0774_panel_8.jpg",neutral,,auto_ocr_sentiment,val
"Invincible, Vol. 1.pdf_p0316_panel_0.jpg",neutral,"IT’S THE
WRISTBANDS!!
GET RID OF THE

WRISTBANDS!",auto_ocr_sentiment,val
"Invincible, Vol. 1.pdf_p0473_panel_4.jpg",neutral,"i Jf
ed

Ree.
TOR

sala
2

~

as, 7

[}",auto_ocr_sentiment,val
"Invincible, Vol. 1.pdf_p0237_panel_1.jpg",surprise,"YEAH, HE WAS JUST
IN TOWN AND ASKED IF
HE COULD SIGN HERE. IF
We HAP KNOWN MORE
AHEAD OF TIME We
WOULD HAVE
ADVERTISED.",auto_ocr_sentiment,val
"Invincible, Vol. 1.pdf_p0684_panel_4.jpg",neutral,"OH, KEALLY £ THEN
HOW DO YOU EXPLAIN
THIS2 AND HOW PO
YOU EXPLAIN YOUR
SHINY NEW FACE
OVER THERE?",auto_ocr_sentiment,val
"Invincible, Vol. 1.pdf_p0148_panel_0.jpg",neutral,,auto_ocr_sentiment,val
"Invincible, Vol. 1.pdf_p0456_panel_4.jpg",neutral,,auto_ocr_sentiment,val
"Invincible, Vol. 1.pdf_p0449_panel_1.jpg",anger,"Ie You say ~~“
50, ALTHOUGH,
BY MY AGGOUNT I
KICKED YOUR BUTT
TWICE ALREADY",auto_ocr_sentiment,val
"Invincible, Vol. 1.pdf_p0727_panel_6.jpg",neutral,,auto_ocr_sentiment,val
"Invincible, Vol. 1.pdf_p0120_panel_4.jpg",neutral,,auto_ocr_sentiment,val
"Invincible, Vol. 1.pdf_p0300_panel_2.jpg",neutral,,auto_ocr_sentiment,val
"Invincible, Vol. 1.pdf_p0012_panel_1.jpg",neutral,,auto_ocr_sentiment,val
"Invincible, Vol. 1.pdf_p0352_panel_1.jpg",neutral,,auto_ocr_sentiment,val
"Invincible, Vol. 1.pdf_p0080_panel_1.jpg",neutral,"I DON'T KNOW... IT'S
UNSETTLING. I MEAN,",auto_ocr_sentiment,val
"Invincible, Vol. 1.pdf_p0538_panel_5.jpg",anger,"NKING ABOUT
T.",auto_ocr_sentiment,val
"Invincible, Vol. 1.pdf_p0575_panel_9.jpg",neutral,,auto_ocr_sentiment,val
"Invincible, Vol. 1.pdf_p0398_panel_0.jpg",neutral,"4)
HZ
=
Ors
=eS
Swe
>
WwW",auto_ocr_sentiment,val
"Invincible, Vol. 1.pdf_p0642_panel_2.jpg",neutral,"Ir ALL GCES ACCOKVING
TO PLAN I’LL BE ABLE TO
MOVE FREELY AMONG THEM,
WITHOUT CAUSING ANY
PAUSE. THEY'LL ACCEPT
Me AS ONE OF

“2

Foon iy
a3
~ «
E |
J 4
ee Y
=,
e = sy
\)
’ tt
soe) it
‘ \
>» ¥ p/ .",auto_ocr_sentiment,val
"Invincible, Vol. 1.pdf_p0814_panel_2.jpg",neutral,,auto_ocr_sentiment,val
"Invincible, Vol. 1.pdf_p1032_panel_2.jpg",neutral,,auto_ocr_sentiment,val
"Invincible, Vol. 1.pdf_p0997_panel_8.jpg",joy,"NERVOUS,

 
  
       
    

VE DONE A
- GOOD FOR THIS
(EY LOVE

 
 
  

EASY.

 

FOR IT.",auto_ocr_sentiment,val
"Invincible, Vol. 1.pdf_p0789_panel_4.jpg",anger,"— YOU $0
MUCH AS ACT
LIKE YOU'RE
GOING TO HURT
THEM AND",auto_ocr_sentiment,val
"Invincible, Vol. 1.pdf_p1102_panel_4.jpg",neutral,a owl,auto_ocr_sentiment,val
"Invincible, Vol. 1.pdf_p0916_panel_0.jpg",neutral,"enti

THE SECRET, HIPPEN BASE }
OF THE LIZARP LEAGUE |
LOCATEP DEEP WITHIN THE.
FLORIDA EVERGLADES.",auto_ocr_sentiment,val
"Invincible, Vol. 1.pdf_p1056_panel_6.jpg",neutral,"LET’S GO

r BACK TOMY “
DORM ROON--
I CAN FLY YOU

. HOME FROM

-’ THISWIL %
BE FASTER--
ILL WHIP BACK J
HERE ANP PICK |
UP THE CAR f
& TONIGHT. 4",auto_ocr_sentiment,val
"Invincible, Vol. 1.pdf_p0004_panel_0.jpg",neutral,"9S
/

4 S\
(
<a Uy, y )
eS JS YE”
W =",auto_ocr_sentiment,val
"Invincible, Vol. 1.pdf_p1073_panel_1.jpg",neutral,,auto_ocr_sentiment,val
"Invincible, Vol. 1.pdf_p0729_panel_6.jpg",neutral,"<MOTHEK KNOW

IN HELP WITH THAT.
OTHER VILTRUMITE
BYHERTOBEA a,
TANDING CITIZEN AD
JIS INALL OUR Gl’
“INTERESTS.",auto_ocr_sentiment,val
"Invincible, Vol. 1.pdf_p0607_panel_4.jpg",disgust,"THAT MOVIE WAS CRA
PLOTLINES IN THAT BO
TIRED. I MEAN, THAT “
WON’T THEY"" ROMANG
WITH THE DUDE IN THE
CHAI2 AND THE SEXY |
ASSISTANT HAS BEEN |
ON FOR LIKE--TEN
YEARS.",auto_ocr_sentiment,val
"Invincible, Vol. 1.pdf_p0649_panel_0.jpg",neutral,"YOU’VE
GOTTEN
STRONGER.
THAT’S
GOOP.

r LTwas
COUNTING

ON THAT.",auto_ocr_sentiment,val
"Invincible, Vol. 1.pdf_p1104_panel_6.jpg",neutral,,auto_ocr_sentiment,val
"Invincible, Vol. 1.pdf_p0480_panel_4.jpg",neutral,"TO BIOLOGY 101. I’M PROFESSOR
VARNER, OR DOCTOR VARNER IF
YOU PREFER. PLEASE,

WHATEVER aie ae - BO AN ARROGANCE

NO a THING. (IT’S JUST
MISTER: ABOUT COMMON
COURTESY, AND I¢
IT CAN TEACH YOU A
LITTLE ABOUT COURTESY
DURING YOUR TIME HERE,
THE WORLP WOULD? Be
A MUCH BETTER
PLACE

YOU SHOULD
ALL HAVE HAD A
SYLLABUS ON YOUR
DESK WHEN YOU CAME
IN. IF ANYONE IS
A MISSING ONE, PLEASE
> RAISE YOUR
HAND.",auto_ocr_sentiment,val
"Invincible, Vol. 1.pdf_p0207_panel_1.jpg",neutral,"CxS
PK es

=
c——s —__
SS
Sa
a
“=
K
w WY
wey so . YY
Hy o°o >
+

ba
fap x -

Bl — pe
he ET SN

: es THAT

A
—_ ‘SN aN .

{ . ~ a,
\ aif = @ 5 ae a]
co

7 _——
a

vd",auto_ocr_sentiment,val
"Invincible, Vol. 1.pdf_p0538_panel_7.jpg",neutral,,auto_ocr_sentiment,val
"Invincible, Vol. 1.pdf_p0923_panel_1.jpg",surprise,"Ld Ld I | | . eee
THINKING ABOUT
YOU. THOUGHT
I’P SWING
BY...

TAKES MEA
FEW MINUTES
TO GET HERE--,

» Y'KNOW. di",auto_ocr_sentiment,val
"Invincible, Vol. 1.pdf_p0234_panel_1.jpg",neutral,"WORRY, KIDS.
YOU'RE SAFE
Now.",auto_ocr_sentiment,val
"Invincible, Vol. 1.pdf_p0881_panel_5.jpg",neutral,,auto_ocr_sentiment,val
"Invincible, Vol. 1.pdf_p1009_panel_3.jpg",neutral,,auto_ocr_sentiment,val
"Invincible, Vol. 1.pdf_p0350_panel_5.jpg",fear,"UH HUH, Well
DON’T WORRY. I’LL
GET YOU OUT OF
THERE SOMEHOW.
JUST SIT

   
     
      
 
  
 
 
 
 
 
 
   
   
  
   
     
  

   

OKAY, BUT I

CAN’T BE HELD

ACCOUNTABLE FOR
MY ACTIONS IF I
HAVE TO MARRY

THIS WOMAN. WAIT,

WHY’P YOU CALL?

WHAT’S GOING

ON?

OH, We’VE
GOT A SMALL
INGIDENT... BUT IT’S
NOTHING MAJOR
AND I THINK I KNOW
SOMEONE THAT WOULD

ENJOY HANPLING TLL
IT. BE IN
a TOUGH. I»

Bx",auto_ocr_sentiment,val
"Invincible, Vol. 1.pdf_p0579_panel_1.jpg",anger,"WHEN YOU %&\
GUYS WAKE
UP--YOU’RE

GOING TO

BE SO
IMPRESSED.",auto_ocr_sentiment,val
"Invincible, Vol. 1.pdf_p0748_panel_5.jpg",neutral,,auto_ocr_sentiment,val
"Invincible, Vol. 1.pdf_p1032_panel_4.jpg",neutral,,auto_ocr_sentiment,val
"Invincible, Vol. 1.pdf_p0660_panel_3.jpg",surprise,"BUT
HeE’S BEEN
INA COMA

FOR
MONTHS!",auto_ocr_sentiment,val
"Invincible, Vol. 1.pdf_p0232_panel_6.jpg",neutral,,auto_ocr_sentiment,val
"Invincible, Vol. 1.pdf_p0986_panel_3.jpg",neutral,,auto_ocr_sentiment,val
"Invincible, Vol. 1.pdf_p0750_panel_9.jpg",neutral,SOX,auto_ocr_sentiment,val
"Invincible, Vol. 1.pdf_p0981_panel_2.jpg",neutral,"THAT WAS SOME
IMPRESSIVE WORK

BACK THERE, KID.
NOT JUST WITH THE

YOU'VE MARTIAN SHIPS,

COME A EITHER.
LONG

I DON’T KNOW
IF WE COULD HAVE
PONE ANY OF THIS
WITHOUT YOU.",auto_ocr_sentiment,val
"Invincible, Vol. 1.pdf_p1090_panel_0.jpg",neutral,,auto_ocr_sentiment,val
"Invincible, Vol. 1.pdf_p0536_panel_8.jpg",fear,"OKAY--LET ME
REPHRASE.

     
 
    

I’M TRYING
TO FIGURE
OUT WHAT THE
BEGINNING
Is.",auto_ocr_sentiment,val
"Invincible, Vol. 1.pdf_p0721_panel_8.jpg",neutral,,auto_ocr_sentiment,val
"Invincible, Vol. 1.pdf_p0518_panel_1.jpg",neutral,,auto_ocr_sentiment,val
"Invincible, Vol. 1.pdf_p1083_panel_4.jpg",neutral,,auto_ocr_sentiment,val
"Invincible, Vol. 1.pdf_p0139_panel_1.jpg",neutral,,auto_ocr_sentiment,val
"Invincible, Vol. 1.pdf_p0207_panel_0.jpg",neutral,,auto_ocr_sentiment,val
"Invincible, Vol. 1.pdf_p1099_panel_1.jpg",neutral,"I HAD THE PANTS ON
BUT THEY DIDN’T FIT.
THEY KEPT FALLING
DOWN AND THERE

 
      
   

JUST MESSING
AROUND.

IT’S
A COOL
COSTUME...
I JUST--",auto_ocr_sentiment,val
"Invincible, Vol. 1.pdf_p1039_panel_5.jpg",neutral,,auto_ocr_sentiment,val
"Invincible, Vol. 1.pdf_p0065_panel_4.jpg",neutral,,auto_ocr_sentiment,val
"Invincible, Vol. 1.pdf_p0772_panel_2.jpg",neutral,,auto_ocr_sentiment,val
"Invincible, Vol. 1.pdf_p0625_panel_0.jpg",neutral,"OR IF YOU PO--
MAKE SURE YOU
USE Your SUPE
_ SPEEP.",auto_ocr_sentiment,val
"Invincible, Vol. 1.pdf_p0579_panel_2.jpg",neutral,"|

Ar4 i
RS
RN i
- \\
a
i
1

(1/1

NA ce So",auto_ocr_sentiment,val
"Invincible, Vol. 1.pdf_p1050_panel_1.jpg",neutral,,auto_ocr_sentiment,val
"Invincible, Vol. 1.pdf_p0163_panel_0.jpg",sadness,"HIGH ABOVE DENVER.

L
THOUGHT
I WAS RIP
OF ALL YOU
RIPICULOUS
. VILLAINS!",auto_ocr_sentiment,val
"Invincible, Vol. 1.pdf_p0115_panel_2.jpg",surprise,"URATH#!
WHERE THE
HELL IS URATH?!

THIS IS",auto_ocr_sentiment,val
"Invincible, Vol. 1.pdf_p0348_panel_4.jpg",neutral,"NO--IT'S ABOUT MY HUSBAND, NO, (7

I--HE... I JUST WANTED TO... 4 LOST

I DON’T HAVE ANYONE
ELSE TO TALK TO

 

NO...
NEVER MIND...
THIS 1S
STUPID.",auto_ocr_sentiment,val
"Invincible, Vol. 1.pdf_p0253_panel_1.jpg",neutral,"a eS. nm = -- - | CD

SP ae WE re

a4 Re of

Bt ~~
Fhe |e

 

wW
=
}
<=
.
3
q
A
W
F
iy
Ww
}
Ww
Ww

Aw
=
<
E
S
e
Tz
on |
1

z
Ows
ow”

WS
cys",auto_ocr_sentiment,val
"Invincible, Vol. 1.pdf_p0402_panel_3.jpg",neutral,"SCE,
BACK HOME \
SAFE AND I HOPE I
SOUND. BROUGHT A
—f LARGE ENOUGH
VEHICLE. WE’VE
GOT QUITE
. A PRIVE AHEAD
. OF US.",auto_ocr_sentiment,val
"Invincible, Vol. 1.pdf_p0574_panel_6.jpg",neutral,"HE FIGURED IT
OUT, TOO. THIS
STUFF IS HARP.
IT’S NOT LIKE THE
Movies.

GLASSES",auto_ocr_sentiment,val
"Invincible, Vol. 1.pdf_p0971_panel_0.jpg",surprise,"r !
Od
> Ww
Iw
HZ

FEW MORE
MINUTES--T
CAN DO THIS--
I JUST NEED",auto_ocr_sentiment,val
"Invincible, Vol. 1.pdf_p1032_panel_5.jpg",neutral,,auto_ocr_sentiment,val
"Invincible, Vol. 1.pdf_p0052_panel_0.jpg",neutral,"We ARE CURRENTLY WORKING
WITH THE AUTHORITIES TO Give
THEM ALL THE INFORMATION We

CAN IN ORDER TO HELP THEM

LOCATE THE MISSING STUDENTS.",auto_ocr_sentiment,val
"Invincible, Vol. 1.pdf_p0665_panel_2.jpg",neutral,"MOST POWERFUL
SOLDIERS DOING MORE
IMPORTANT THINGS
LIKE CONQUERING
NEW WORLDS...",auto_ocr_sentiment,val
"Invincible, Vol. 1.pdf_p0345_panel_8.jpg",neutral,"SY IN] YOU WOULON’T
NO || BELIEVE WHAT A
} airy PAIN IN THE ASS
IT 1S TO BE

MARRIED TOA
SUPERHERO.",auto_ocr_sentiment,val
"Invincible, Vol. 1.pdf_p0314_panel_1.jpg",neutral,,auto_ocr_sentiment,val
"Invincible, Vol. 1.pdf_p1053_panel_3.jpg",anger,"YOU HAVE BEEN APPOINTED
THE VILTRUMITE AGENT OF
THIS PLANET, CHARGED WITH
PREPARING (T FOR EVENTUAL

TAKEOVER. THAT IS NOT
UP FOR DEBATE.

   
  
 
  
 
 
   
 

  
 
 
 
 
 
 
 
   
 

YOU ARE
FREE TO IGNORE
YOUR DUTIES BUT
THAT WILL BRING
CONSEQUENCES.

, CURRENTLY
OUR RESERVE
FORCES ARE OCCUPIED.",auto_ocr_sentiment,val
"Invincible, Vol. 1.pdf_p0137_panel_1.jpg",neutral,"On, WAS FRKeEliy MUCK VECIVEVY
BEFORE WE EVEN CAME HERE.
IT’S GOT EVERYTHING I’M GOING

TO NEED, AND IT’S NOT TOO
EXVENSIVE... SO MY PARENTS CAN
EASILY AFFORD IT, AND WITH
MY S.A.T. SCORES IT’LL BE
A BREEZE TO GET
ACCEPTED.

   
     
 
  
 

   

UNLESS

SOMETHING

ELSE COMES
UP... THIS IS
THE PLACE.",auto_ocr_sentiment,val
"Invincible, Vol. 1.pdf_p0966_panel_0.jpg",neutral,"I
LOSIN

G
STRENGTH --",auto_ocr_sentiment,val
"Invincible, Vol. 1.pdf_p0723_panel_0.jpg",neutral,"—

Lic Pip

es",auto_ocr_sentiment,val
"Invincible, Vol. 1.pdf_p0758_panel_4.jpg",neutral,"UP HERE,",auto_ocr_sentiment,val
"Invincible, Vol. 1.pdf_p0759_panel_4.jpg",disgust,"NO, SIT.
THERE ISN’T
ANY COFFEE

INSIDE.",auto_ocr_sentiment,val
"Invincible, Vol. 1.pdf_p0959_panel_5.jpg",neutral,,auto_ocr_sentiment,val
"Invincible, Vol. 1.pdf_p0293_panel_2.jpg",neutral,,auto_ocr_sentiment,val
"Invincible, Vol. 1.pdf_p0399_panel_0.jpg",neutral,,auto_ocr_sentiment,val
"Invincible, Vol. 1.pdf_p0529_panel_3.jpg",neutral,a,auto_ocr_sentiment,val
"Invincible, Vol. 1.pdf_p0156_panel_3.jpg",surprise,"HOW MANY

mw TIMES MUST
I TELL MY

MOTHER... 4",auto_ocr_sentiment,val
"Invincible, Vol. 1.pdf_p1087_panel_0.jpg",anger,"WHAT
THE HELL,
PAUL 4!

 

HAVE YOU

ARE MY FRIENDS.
YOuU’RE ACTING LIKE
A MANIAC.",auto_ocr_sentiment,val
"Invincible, Vol. 1.pdf_p1056_panel_5.jpg",neutral,"THAT'S NOT IT,
MOM--NO. SHE
CAME TO TALK...
OR SOMETHING,
LIKE THAT WAS
GOING TO GET ME
TO HELP THEM
TAKE OVER THE
PLANET.",auto_ocr_sentiment,val
"Invincible, Vol. 1.pdf_p0234_panel_3.jpg",neutral,,auto_ocr_sentiment,val
"Invincible, Vol. 1.pdf_p0889_panel_3.jpg",neutral,"YOUR FRIEND

WILLIAM? iy, :

1

HELP US, ~
MAN! THIS
GUY IS HURTING
PEOPLE LIKE HE",auto_ocr_sentiment,val
"Invincible, Vol. 1.pdf_p0895_panel_1.jpg",neutral,"I’VE
JUST GOT
WAY TOO MUCH
CRAP GOING ON
IN MY LIFE
RIGHT NOw.",auto_ocr_sentiment,val
"Invincible, Vol. 1.pdf_p0751_panel_1.jpg",anger,"I KNOW IT HURTS. I’M SORRY.
I CAN’T AFFORP ANY EXPENSIVE
ANESTHETIC. I DISCONNECTED
YOUR VOCAL CORPS SO YOU A
COULDN’T DRAW ANY ATTENTION @
TO OUR LOCATION. OTHERWISE 4
YOU’P BE HURTING YOUR

EARS WITH ALL THAT
SCREAMING.",auto_ocr_sentiment,val
"Invincible, Vol. 1.pdf_p0639_panel_9.jpg",anger,"REAL
ESTATE--
AREN’T WE
PAYING YOU",auto_ocr_sentiment,val
"Invincible, Vol. 1.pdf_p0598_panel_5.jpg",neutral,"<
O
W
w
Ww
>
9
Xv
S
O
e

LANPS.",auto_ocr_sentiment,val
"Invincible, Vol. 1.pdf_p0044_panel_4.jpg",sadness,"i Ve DEEN TKACKING TIM FROM Heke, BF
BUT WE NEED TO BE ON SITE WHEN Ee
HE ARRIVES.

I WAS
AFRAID I WAS
GOING TO HAVE TO
LEAVE WITHOUT
YOU.",auto_ocr_sentiment,val
"Invincible, Vol. 1.pdf_p0985_panel_3.jpg",neutral,,auto_ocr_sentiment,val
"Invincible, Vol. 1.pdf_p0406_panel_7.jpg",neutral,,auto_ocr_sentiment,val
"Invincible, Vol. 1.pdf_p0691_panel_0.jpg",neutral,,auto_ocr_sentiment,val
"Invincible, Vol. 1.pdf_p0827_panel_2.jpg",neutral,,auto_ocr_sentiment,val
"Invincible, Vol. 1.pdf_p0525_panel_4.jpg",neutral,,auto_ocr_sentiment,val
"Invincible, Vol. 1.pdf_p1062_panel_0.jpg",neutral,,auto_ocr_sentiment,val
